X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149,X150,X151,X152,X153,X154,X155,X156,X157,X158,X159,X160,X161,X162,X163,X164,X165,X166,X167,X168,X169,X170,X171,X172,X173,X174,X175,X176,X177,X178,X179,X180,X181,X182,X183,X184,X185,X186,X187,X188,X189,X190,X191,X192,X193,X194,X195,X196,X197,X198,X199,X200,X201,X202,X203,X204,X205,X206,X207,X208,X209
1,-9,-14,-16,-16,-12,-16,-16,-16,-19,-16,-19,-16,-14,-16,-12,-12,-17,-19,-16,-17,-19,-19,-24,-20,-17,-20,-22,-22,-20,-20,-19,-19,-20,-19,-17,-17,-14,-17,-17,-17,-14,-14,-14,-14,-14,-9,-4,0,6,14,30,38,35,41,43,44,56,68,76,94,112,123,163,164,153,174,195,241,288,318,358,401,450,507,557,608,658,733,808,861,912,959,1016,1082,1122,1159,1191,1213,1236,1265,1292,1303,1310,1308,1306,1297,1274,1250,1231,1205,1173,1137,1082,1023,970,919,839,731,674,614,568,506,427,350,305,267,222,179,131,81,44,14,-6,-11,-6,-19,-22,-28,-40,-20,-1,-6,-1,-4,-19,-19,-4,-14,-68,-65,-65,-41,-6,-1,-27,-44,-28,-11,-22,-35,-32,-44,-54,-56,-25,-1,-30,-43,-54,-59,-46,-28,-36,-43,-41,-54,-65,-52,-43,-33,-32,-36,-32,-36,-27,-19,-28,-25,-17,-16,-19,-17,-14,-16,-9,-11,-19,-25,-24,-24,-19,-16,-17,-19,-22,-27,-24,-27,-28,-28,-27,-22,-27,-33,-30,-32,-20,-12
1,-12,-16,-19,-17,-16,-20,-19,-19,-20,-14,-16,-17,-19,-20,-16,-19,-16,-14,-19,-20,-19,-19,-16,-19,-17,-17,-19,-20,-20,-19,-22,-22,-19,-17,-20,-19,-17,-17,-12,-11,-12,-9,-9,-6,-9,0,1,1,4,14,17,32,40,43,48,49,56,64,73,96,108,126,153,158,153,161,189,227,281,310,355,402,442,504,567,616,674,740,802,865,922,972,1034,1087,1129,1169,1201,1230,1255,1284,1302,1308,1318,1319,1316,1310,1291,1270,1251,1222,1187,1148,1098,1046,986,919,821,740,693,637,597,536,456,379,338,296,238,181,116,70,44,4,-8,-9,-4,-30,-30,-38,-38,-12,-1,-8,-8,-14,-20,-9,-11,-57,-72,-62,-52,-35,9,-12,-41,-44,-20,-22,-30,-30,-52,-59,-54,-9,-3,-28,-49,-56,-48,-46,-40,-36,-57,-51,-48,-57,-49,-36,-40,-36,-41,-38,-30,-27,-20,-30,-27,-20,-25,-22,-19,-19,-17,-14,-20,-25,-19,-22,-17,-14,-16,-16,-16,-16,-16,-14,-14,-19,-27,-27,-22,-22,-25,-24,-30,-32,-32,-32
-3,-16,-14,-16,-19,-16,-16,-17,-20,-17,-17,-19,-20,-17,-17,-19,-20,-22,-19,-17,-19,-19,-19,-17,-19,-17,-20,-19,-25,-20,-24,-25,-19,-19,-17,-17,-19,-16,-14,-17,-16,-14,-14,-12,-9,-8,-8,-4,1,8,14,24,38,40,40,49,48,56,72,81,92,110,128,149,165,152,160,193,227,282,314,358,402,453,511,562,612,666,738,807,858,910,963,1031,1099,1136,1166,1197,1225,1254,1278,1296,1296,1296,1297,1297,1293,1272,1249,1225,1197,1163,1132,1084,1023,966,898,812,724,673,621,576,514,445,371,323,278,229,185,120,76,40,6,-6,-11,-14,-33,-36,-33,-35,-14,-3,-12,-11,-9,-20,-17,-9,-52,-84,-64,-46,-24,11,-16,-41,-49,-19,-27,-27,-27,-32,-51,-46,-20,-9,-24,-49,-57,-48,-54,-51,-30,-41,-41,-43,-60,-57,-48,-35,-36,-43,-41,-32,-33,-25,-25,-27,-30,-19,-12,-17,-11,-12,-14,-14,-17,-19,-14,-20,-24,-25,-25,-20,-12,-14,-17,-24,-25,-28,-30,-24,-27,-22,-25,-32,-35,-30,-32
0,-12,-14,-16,-17,-17,-17,-16,-14,-14,-16,-17,-17,-19,-17,-17,-17,-19,-19,-22,-19,-17,-19,-16,-14,-16,-20,-20,-24,-22,-20,-22,-20,-17,-20,-16,-17,-17,-17,-14,-14,-17,-16,-12,-9,-9,-6,-1,0,6,14,28,36,36,36,46,49,54,70,83,99,113,132,161,163,156,174,203,243,289,315,354,402,450,515,570,616,672,743,815,871,925,972,1034,1095,1138,1174,1206,1233,1260,1289,1311,1318,1316,1319,1318,1310,1286,1267,1243,1215,1182,1151,1098,1034,977,919,833,736,679,626,584,528,461,389,329,283,233,187,134,91,52,14,0,-8,-1,-25,-32,-32,-35,-22,-1,-8,-8,-9,-20,-19,-4,-41,-70,-65,-59,-35,11,-4,-27,-38,-43,-24,-25,-30,-24,-33,-41,-38,-3,-16,-43,-54,-46,-41,-41,-28,-48,-59,-51,-46,-46,-46,-46,-40,-35,-30,-30,-17,-20,-25,-27,-19,-16,-12,-12,-19,-11,-9,-14,-19,-14,-16,-17,-17,-19,-17,-9,-8,-8,-14,-14,-20,-22,-20,-24,-25,-28,-27,-32,-28,-24,-27
1,-12,-16,-14,-17,-14,-12,-14,-16,-16,-12,-16,-11,-16,-14,-14,-16,-17,-17,-14,-16,-17,-17,-17,-19,-19,-19,-17,-24,-22,-20,-25,-19,-19,-17,-17,-19,-17,-19,-19,-19,-16,-14,-9,-11,-4,-3,-3,-1,1,14,24,32,38,35,46,46,48,62,73,88,107,126,140,155,150,171,200,224,275,312,358,403,451,504,563,616,666,735,800,858,919,973,1036,1093,1134,1169,1199,1228,1254,1281,1306,1318,1323,1323,1321,1311,1292,1268,1241,1214,1183,1158,1116,1060,996,925,845,759,701,635,597,530,459,386,339,289,230,184,129,84,49,8,-14,-12,1,-22,-28,-28,-41,-25,-1,-3,-4,-12,-17,-19,-11,-16,-72,-70,-49,-35,-22,8,-22,-41,-25,-9,-28,-28,-36,-40,-51,-43,-8,-4,-32,-49,-51,-51,-52,-36,-38,-40,-38,-41,-52,-57,-46,-35,-32,-38,-28,-27,-20,-20,-35,-28,-24,-14,-16,-16,-11,-11,-17,-9,-12,-14,-17,-19,-19,-17,-16,-19,-19,-20,-17,-12,-19,-27,-25,-24,-22,-24,-25,-32,-32,-28
0,-6,-14,-22,-14,-11,-12,-12,-12,-12,-12,-11,-14,-16,-14,-12,-16,-14,-14,-12,-17,-12,-14,-17,-14,-17,-17,-19,-17,-22,-19,-17,-16,-14,-14,-17,-14,-12,-12,-11,-14,-12,-12,-9,-4,-1,1,1,0,3,14,27,36,40,43,41,46,51,62,73,96,112,126,150,160,153,169,195,230,285,313,357,403,458,525,575,623,672,738,808,868,928,983,1042,1093,1130,1164,1194,1222,1250,1279,1302,1310,1314,1310,1310,1302,1289,1262,1238,1206,1175,1146,1105,1047,983,924,840,749,682,618,573,522,454,389,328,272,219,174,129,83,46,6,-11,-11,-8,-24,-27,-32,-36,-11,-4,-19,-11,-14,-20,-16,-6,-22,-81,-65,-46,-35,-12,0,-27,-43,-25,-14,-41,-44,-40,-49,-48,-32,-11,-20,-46,-51,-49,-48,-38,-28,-51,-51,-49,-56,-52,-43,-40,-35,-35,-36,-27,-22,-22,-28,-32,-28,-19,-11,-11,-16,-20,-24,-22,-20,-12,-16,-19,-16,-17,-20,-17,-14,-11,-8,-12,-20,-25,-25,-22,-19,-22,-24,-28,-36,-41,-27
0,-9,-14,-14,-14,-16,-14,-16,-16,-11,-12,-14,-14,-12,-14,-11,-17,-14,-14,-12,-12,-11,-14,-16,-14,-17,-16,-17,-19,-17,-19,-19,-16,-17,-14,-14,-16,-14,-14,-14,-12,-11,-9,-4,-3,-3,-8,-6,1,6,14,30,40,41,46,49,49,52,68,80,99,118,126,156,174,160,168,198,227,286,320,358,403,454,510,566,614,664,728,800,850,903,952,1020,1088,1133,1161,1196,1225,1247,1277,1303,1310,1310,1306,1306,1301,1287,1260,1229,1201,1165,1138,1092,1037,975,911,826,736,677,614,570,502,438,363,325,280,229,190,131,88,51,16,-4,-14,-3,-25,-33,-30,-40,-25,-6,-4,-1,-8,-17,-22,-3,-27,-76,-67,-56,-30,0,-9,-35,-41,-25,-16,-28,-38,-32,-48,-51,-41,-3,-12,-40,-41,-44,-49,-49,-36,-41,-33,-28,-41,-51,-52,-38,-35,-30,-36,-30,-33,-22,-19,-33,-27,-22,-19,-17,-14,-11,-17,-20,-12,-12,-16,-17,-14,-14,-16,-14,-16,-12,-11,-9,-14,-25,-27,-24,-20,-19,-17,-24,-30,-27,-24
1,-6,-11,-12,-12,-17,-14,-12,-11,-12,-12,-12,-14,-14,-12,-12,-14,-14,-14,-17,-17,-16,-17,-16,-14,-16,-17,-16,-19,-17,-19,-16,-16,-16,-14,-16,-14,-16,-14,-12,-12,-11,-8,-3,-4,0,-3,0,1,3,14,28,41,43,46,49,48,54,68,84,102,115,129,160,169,158,177,203,240,290,318,362,405,459,525,583,631,679,738,806,871,937,995,1055,1105,1136,1171,1203,1237,1259,1283,1309,1313,1320,1318,1322,1315,1297,1275,1253,1222,1184,1152,1108,1054,998,932,834,757,690,639,584,512,437,390,346,302,245,185,128,83,52,6,-11,-9,-3,-36,-38,-35,-35,-22,-1,-3,-12,-11,-16,-16,-4,-56,-81,-64,-54,-19,16,-17,-43,-36,-14,-8,-19,-32,-49,-64,-46,-35,-8,-30,-54,-46,-38,-38,-40,-36,-41,-36,-36,-48,-54,-44,-41,-38,-35,-41,-35,-28,-25,-28,-32,-24,-19,-12,-8,-16,-16,-11,-9,-9,-12,-19,-19,-17,-14,-17,-14,-12,-9,-11,-14,-19,-25,-22,-20,-20,-20,-20,-24,-25,-27,-27
1,-11,-11,-14,-16,-16,-19,-19,-17,-16,-16,-16,-19,-19,-17,-19,-16,-16,-20,-22,-20,-24,-22,-20,-20,-19,-20,-17,-20,-19,-17,-19,-14,-16,-17,-17,-16,-14,-16,-16,-12,-9,-11,-6,-1,1,1,-1,0,8,14,28,44,43,48,54,49,54,70,86,107,120,132,155,153,155,177,205,241,283,315,355,405,458,517,565,607,666,727,794,855,919,977,1039,1090,1127,1159,1190,1222,1247,1276,1298,1308,1310,1311,1314,1306,1289,1265,1239,1207,1175,1140,1098,1044,985,904,807,723,675,621,581,517,451,374,333,289,230,177,121,80,48,6,-12,-12,-6,-25,-30,-32,-43,-28,0,-11,-14,-6,-19,-17,-9,-64,-83,-65,-46,-25,6,-16,-40,-41,-12,-24,-36,-28,-41,-38,-52,-17,-11,-30,-46,-48,-48,-51,-44,-38,-46,-38,-32,-41,-48,-52,-41,-40,-44,-40,-28,-27,-20,-35,-25,-28,-17,-16,-14,-11,-19,-20,-16,-17,-17,-19,-20,-19,-17,-17,-19,-16,-14,-14,-17,-19,-28,-25,-17,-19,-24,-24,-25,-32,-30,-32
-1,-9,-12,-14,-14,-16,-16,-17,-16,-17,-17,-16,-19,-22,-24,-24,-20,-19,-20,-17,-20,-19,-20,-20,-19,-22,-22,-17,-19,-19,-16,-19,-19,-17,-19,-19,-20,-19,-17,-14,-16,-16,-12,-11,-8,-4,-3,0,-4,4,14,25,33,44,46,51,49,54,64,78,99,113,129,155,168,160,171,195,229,285,317,357,405,453,514,570,626,676,735,800,866,937,989,1057,1102,1142,1177,1204,1238,1263,1289,1313,1318,1319,1318,1318,1310,1295,1271,1246,1214,1182,1153,1110,1049,985,906,820,748,687,629,586,520,456,392,347,285,232,179,124,81,46,1,-6,-4,-12,-32,-32,-32,-35,-14,-3,-17,-12,-12,-14,-12,-6,-68,-83,-51,-43,-25,9,-19,-44,-41,-11,-16,-36,-44,-49,-67,-44,-9,-6,-44,-64,-52,-49,-48,-35,-33,-52,-44,-43,-51,-48,-33,-38,-40,-40,-38,-32,-25,-25,-35,-28,-19,-17,-8,-12,-17,-17,-20,-17,-17,-20,-22,-14,-12,-20,-20,-22,-17,-16,-11,-14,-25,-33,-32,-30,-24,-22,-25,-33,-35,-33,-28
1,-11,-16,-17,-20,-19,-16,-16,-14,-17,-16,-17,-16,-17,-17,-19,-19,-20,-19,-17,-17,-17,-16,-19,-20,-20,-24,-24,-25,-22,-24,-20,-22,-19,-17,-19,-12,-16,-20,-19,-14,-14,-11,-6,-6,-6,-1,0,0,3,14,25,36,38,40,44,48,52,70,80,96,113,124,147,161,153,168,195,221,277,314,354,405,450,504,555,605,653,725,793,849,913,964,1027,1084,1118,1153,1184,1216,1243,1272,1296,1307,1316,1316,1313,1300,1284,1264,1241,1212,1177,1143,1094,1036,972,895,801,728,680,628,579,519,438,373,330,277,221,171,116,73,41,4,-8,-1,-3,-22,-25,-30,-38,-14,1,-4,-6,-12,-24,-9,-1,-33,-76,-60,-51,-33,12,-3,-40,-40,-17,-19,-25,-22,-41,-60,-57,-16,-1,-30,-43,-51,-44,-46,-40,-52,-49,-43,-54,-46,-44,-44,-35,-33,-32,-33,-28,-25,-22,-27,-28,-19,-14,-9,-17,-24,-19,-22,-17,-16,-16,-19,-11,-20,-19,-22,-16,-12,-12,-14,-19,-32,-32,-25,-22,-20,-24,-33,-38,-38,-28,-22
1,-8,-12,-12,-17,-16,-17,-14,-12,-12,-9,-16,-12,-14,-19,-14,-17,-16,-14,-12,-16,-14,-12,-14,-11,-12,-16,-17,-16,-16,-17,-19,-17,-14,-14,-14,-16,-17,-16,-9,-12,-12,-8,-8,-1,0,6,4,4,11,14,27,41,44,48,56,56,54,68,78,100,123,134,155,165,156,171,201,230,283,310,354,405,461,519,568,611,661,735,802,853,921,983,1044,1097,1127,1155,1195,1231,1257,1286,1299,1308,1311,1310,1303,1299,1284,1260,1238,1206,1169,1142,1098,1050,988,924,829,743,690,631,586,527,456,384,341,285,225,177,124,81,44,6,-11,-9,-8,-27,-33,-38,-44,-25,-6,-14,-14,-16,-17,-16,-4,-38,-92,-65,-51,-35,-4,-6,-35,-43,-12,-16,-38,-43,-41,-57,-44,-16,-14,-33,-56,-52,-43,-56,-51,-28,-43,-38,-35,-51,-56,-48,-36,-36,-41,-41,-25,-25,-24,-25,-33,-25,-19,-12,-11,-16,-17,-19,-11,-12,-17,-17,-19,-20,-19,-17,-14,-12,-9,-6,-11,-19,-27,-27,-22,-20,-20,-20,-35,-41,-38,-35
3,-12,-16,-17,-16,-14,-16,-16,-17,-14,-12,-19,-16,-17,-20,-20,-20,-22,-22,-27,-22,-19,-17,-20,-20,-17,-20,-17,-19,-19,-16,-19,-16,-17,-14,-16,-14,-14,-14,-12,-12,-11,-8,-8,-3,0,0,0,3,8,14,28,40,41,46,57,56,59,72,78,104,121,137,161,161,155,174,205,245,286,317,361,405,456,517,565,613,667,741,808,868,922,973,1036,1092,1125,1156,1193,1223,1255,1284,1303,1310,1323,1321,1319,1306,1284,1265,1242,1215,1183,1150,1097,1036,977,906,812,738,698,640,591,520,442,374,333,285,227,179,124,76,43,9,-9,-6,0,-22,-32,-35,-38,-17,-3,-6,-6,-16,-25,-17,-12,-54,-80,-57,-52,-28,12,-12,-40,-44,-24,-24,-27,-30,-44,-62,-49,-19,0,-35,-60,-54,-44,-44,-41,-46,-56,-48,-51,-60,-46,-40,-35,-35,-49,-41,-33,-25,-22,-27,-25,-19,-19,-19,-17,-20,-16,-17,-14,-17,-22,-27,-22,-17,-16,-16,-16,-16,-16,-16,-17,-19,-20,-25,-25,-25,-24,-25,-25,-24,-25,-28
1,-11,-17,-16,-19,-17,-16,-16,-17,-16,-14,-14,-17,-19,-20,-19,-17,-17,-19,-19,-19,-19,-17,-14,-14,-19,-17,-20,-20,-19,-20,-20,-22,-20,-19,-19,-19,-17,-19,-19,-17,-19,-17,-12,-11,-9,-4,-1,3,9,14,28,32,38,40,40,51,59,75,84,100,107,131,166,165,157,176,203,246,290,320,363,405,456,522,576,628,681,745,809,879,939,991,1055,1116,1156,1188,1217,1243,1262,1294,1317,1318,1323,1328,1329,1321,1296,1277,1253,1225,1193,1160,1108,1052,1006,945,862,751,690,640,597,535,469,386,338,299,253,209,145,86,54,19,4,-8,0,-33,-36,-33,-32,-25,-6,3,-8,-11,-9,-14,-6,-28,-76,-67,-56,-49,4,8,-28,-43,-20,-12,-8,-28,-33,-49,-54,-30,-17,-4,-24,-49,-36,-35,-40,-46,-38,-36,-41,-46,-49,-48,-43,-40,-40,-43,-33,-38,-27,-24,-28,-19,-16,-12,-6,-12,-17,-12,-12,-14,-11,-17,-17,-12,-14,-11,-8,-12,-16,-9,-12,-14,-22,-27,-28,-24,-25,-24,-24,-32,-33,-33
0,-9,-14,-12,-11,-14,-12,-16,-14,-12,-14,-14,-14,-14,-19,-20,-19,-17,-16,-16,-16,-19,-19,-22,-22,-20,-17,-19,-20,-16,-17,-17,-22,-16,-12,-16,-16,-17,-14,-12,-9,-9,-8,-9,-6,-4,-8,-6,-1,0,14,30,40,46,43,51,44,56,72,84,102,121,132,152,161,150,166,196,229,281,317,360,406,451,512,565,614,663,723,786,843,914,978,1044,1095,1127,1162,1194,1228,1255,1282,1300,1309,1318,1318,1316,1313,1292,1274,1247,1218,1181,1151,1108,1058,997,925,827,744,696,638,587,517,450,384,345,297,235,187,129,81,57,11,-9,-11,-3,-22,-35,-35,-40,-32,-3,-3,-14,-9,-16,-19,-3,-36,-86,-70,-52,-28,8,-12,-44,-48,-20,-11,-28,-35,-33,-62,-49,-30,-4,-14,-40,-46,-44,-54,-49,-36,-43,-38,-32,-35,-54,-44,-36,-38,-38,-40,-33,-30,-25,-24,-28,-27,-24,-17,-14,-3,-16,-19,-12,-12,-16,-16,-22,-19,-12,-16,-17,-17,-14,-11,-17,-17,-27,-32,-20,-14,-19,-20,-24,-30,-35,-33
1,-4,-8,-11,-12,-14,-11,-9,-9,-11,-12,-16,-14,-14,-16,-19,-16,-17,-17,-19,-19,-20,-19,-19,-17,-17,-17,-20,-19,-19,-17,-12,-14,-14,-12,-14,-14,-16,-12,-12,-14,-12,-9,-8,-4,-1,-1,0,1,6,14,30,41,43,49,51,49,57,72,81,104,120,132,156,163,158,176,198,232,283,312,358,406,453,514,570,621,676,738,800,868,937,989,1050,1100,1135,1172,1199,1228,1257,1286,1308,1315,1319,1319,1316,1310,1294,1271,1247,1219,1185,1154,1111,1057,998,933,837,740,682,637,595,536,464,389,336,291,235,187,129,89,54,16,-3,-19,-9,-28,-32,-30,-35,-19,-4,-14,-11,-11,-20,-17,-11,-60,-84,-62,-48,-19,12,-11,-36,-38,-14,-25,-35,-35,-41,-56,-57,-12,4,-30,-52,-49,-40,-44,-33,-33,-48,-44,-38,-56,-57,-43,-36,-38,-38,-38,-24,-24,-22,-22,-27,-24,-17,-14,-12,-11,-16,-17,-11,-11,-12,-19,-16,-12,-16,-16,-14,-14,-14,-14,-16,-20,-28,-27,-24,-20,-16,-17,-22,-20,-27,-28
3,-8,-9,-12,-12,-11,-9,-9,-9,-9,-11,-12,-14,-14,-12,-14,-14,-24,-14,-14,-16,-19,-14,-16,-16,-17,-19,-16,-19,-16,-16,-19,-12,-16,-16,-17,-12,-11,-14,-12,-12,-11,-8,-6,1,0,-3,-3,-3,4,14,28,41,41,44,56,49,56,73,86,99,120,131,153,160,157,182,203,235,285,318,363,406,459,520,573,621,664,730,802,871,930,988,1047,1102,1135,1174,1201,1235,1260,1291,1307,1312,1321,1324,1320,1315,1300,1278,1249,1220,1182,1150,1110,1059,994,914,823,762,700,640,570,498,430,394,347,291,227,173,126,83,48,1,-11,-6,-8,-33,-36,-38,-33,-22,-8,-1,-6,-6,-12,-14,-12,-67,-80,-56,-30,-6,6,-30,-48,-28,-6,-12,-25,-33,-52,-67,-41,-12,-4,-33,-44,-41,-36,-38,-43,-33,-38,-36,-40,-49,-46,-36,-33,-38,-41,-40,-32,-28,-24,-22,-12,-19,-16,-17,-9,-9,-14,-8,-11,-14,-11,-17,-12,-6,-14,-14,-14,-14,-14,-14,-16,-22,-24,-22,-20,-22,-22,-28,-28,-32,-27,-24
0,-11,-16,-16,-16,-19,-19,-16,-16,-17,-14,-16,-17,-16,-17,-19,-19,-16,-14,-16,-19,-20,-22,-17,-20,-19,-17,-20,-20,-19,-20,-22,-16,-20,-17,-17,-16,-16,-17,-16,-16,-14,-11,-11,-6,-3,0,3,1,3,14,22,36,41,40,49,48,51,60,76,94,113,131,148,152,153,173,198,227,278,315,358,406,458,517,568,619,669,727,804,860,935,985,1041,1094,1129,1166,1198,1222,1252,1279,1305,1319,1319,1315,1316,1308,1292,1271,1244,1214,1182,1148,1105,1049,986,919,831,744,687,621,581,514,451,378,338,294,233,182,123,81,46,14,-9,-12,-3,-24,-28,-30,-38,-14,0,-12,-9,-16,-22,-14,-6,-36,-67,-64,-57,-40,0,-9,-32,-38,-19,-20,-35,-33,-40,-40,-57,-19,3,-27,-46,-48,-48,-44,-49,-38,-46,-43,-35,-44,-49,-48,-38,-35,-38,-40,-27,-28,-27,-27,-33,-25,-22,-19,-17,-12,-9,-11,-17,-17,-17,-16,-16,-19,-17,-12,-14,-16,-17,-19,-17,-14,-19,-24,-25,-28,-24,-24,-28,-27,-27,-32
1,-11,-14,-16,-16,-14,-16,-14,-12,-16,-16,-16,-16,-16,-17,-16,-19,-17,-16,-16,-19,-17,-17,-19,-19,-17,-19,-22,-17,-24,-25,-20,-20,-19,-17,-19,-17,-19,-19,-19,-17,-16,-16,-16,-12,-12,-8,-1,-3,6,14,27,36,36,38,43,40,54,65,78,92,113,124,150,166,157,171,198,230,285,318,357,406,450,506,552,607,660,727,797,850,908,956,1023,1086,1127,1158,1187,1219,1241,1268,1292,1304,1309,1309,1304,1299,1284,1257,1224,1193,1161,1134,1094,1041,969,908,834,753,698,623,557,487,422,373,333,278,222,165,116,88,49,6,-3,-4,3,-20,-30,-28,-27,-16,-3,0,-9,-16,-14,-4,4,-38,-67,-72,-51,-27,6,-9,-33,-44,-25,-9,-17,-25,-22,-36,-48,-33,-4,-9,-36,-44,-51,-52,-41,-20,-40,-40,-36,-44,-51,-49,-41,-43,-35,-27,-30,-25,-14,-27,-35,-22,-17,-9,-11,-19,-22,-20,-19,-8,-9,-16,-17,-16,-19,-20,-24,-14,-8,-9,-14,-20,-28,-30,-25,-24,-16,-22,-27,-33,-30,-28
0,-12,-14,-14,-17,-16,-19,-16,-19,-17,-16,-17,-14,-16,-19,-17,-19,-17,-19,-17,-19,-17,-20,-20,-20,-20,-17,-19,-24,-20,-25,-20,-24,-19,-19,-19,-16,-16,-19,-16,-14,-11,-9,-11,-6,0,-1,-1,0,6,14,27,40,43,43,52,51,52,72,86,104,120,132,152,160,152,166,198,225,285,320,357,408,454,512,571,621,669,730,800,860,922,977,1037,1100,1132,1164,1202,1233,1257,1286,1298,1306,1311,1314,1311,1302,1287,1262,1238,1214,1178,1148,1103,1041,977,900,808,743,695,643,581,506,443,390,339,285,225,163,120,73,41,6,-6,-8,-12,-35,-38,-32,-25,-12,-3,-11,-8,-3,-11,-9,-25,-83,-83,-41,-30,-8,0,-33,-41,-35,-9,-14,-25,-36,-48,-56,-36,-9,-3,-22,-49,-51,-49,-49,-44,-30,-43,-40,-44,-56,-56,-44,-38,-40,-35,-40,-40,-19,-25,-30,-24,-16,-12,-11,-12,-20,-24,-16,-9,-11,-11,-17,-19,-19,-17,-14,-17,-17,-16,-16,-19,-25,-28,-27,-24,-20,-19,-25,-27,-32,-27,-24
1,-9,-12,-17,-17,-17,-12,-12,-16,-16,-17,-16,-16,-14,-14,-14,-16,-16,-16,-14,-16,-17,-14,-16,-19,-17,-19,-19,-17,-24,-20,-17,-19,-20,-17,-16,-17,-17,-17,-19,-16,-14,-11,-11,-9,-1,1,1,1,3,14,22,38,41,40,48,48,54,65,76,100,115,131,152,158,153,171,195,225,283,318,360,408,453,514,567,613,664,725,794,853,922,978,1036,1095,1135,1166,1198,1231,1255,1284,1307,1316,1328,1328,1319,1311,1292,1271,1246,1217,1188,1159,1118,1060,988,921,831,749,695,635,589,522,454,386,342,293,227,182,128,81,49,8,-8,-9,-6,-27,-36,-27,-35,-19,0,-11,-14,-12,-9,-9,-16,-64,-65,-62,-41,-11,0,-20,-38,-36,-41,-35,-27,-25,-32,-48,-41,-12,-3,-35,-56,-57,-54,-41,-27,-36,-51,-46,-44,-49,-52,-46,-49,-44,-28,-38,-25,-20,-25,-28,-27,-22,-11,-9,-24,-27,-14,-9,-9,-12,-17,-17,-16,-20,-17,-12,-9,-11,-17,-22,-20,-24,-19,-22,-22,-24,-27,-30,-30,-28,-27,-22
1,-8,-9,-12,-14,-14,-14,-14,-17,-14,-19,-14,-14,-16,-17,-14,-16,-14,-16,-17,-16,-14,-16,-16,-17,-19,-19,-20,-17,-19,-17,-22,-20,-20,-19,-17,-17,-12,-16,-16,-11,-12,-8,-6,-3,0,0,0,1,1,14,25,35,41,44,48,54,56,68,78,102,115,129,160,158,153,171,197,227,286,318,362,408,456,515,563,608,660,732,799,852,914,964,1030,1089,1127,1164,1198,1228,1256,1281,1302,1307,1312,1316,1312,1302,1286,1265,1243,1212,1179,1142,1097,1039,977,905,809,740,693,640,584,506,435,373,338,288,229,174,121,76,44,4,-4,0,-8,-30,-35,-30,-35,-16,0,-4,-8,-11,-12,-11,-9,-49,-80,-54,-44,-27,8,-19,-40,-43,-22,-35,-32,-22,-30,-46,-44,-9,-9,-40,-56,-57,-48,-44,-25,-43,-54,-44,-49,-51,-44,-43,-38,-35,-38,-33,-33,-27,-24,-25,-32,-19,-14,-14,-20,-20,-19,-16,-17,-12,-14,-17,-22,-22,-20,-17,-17,-14,-16,-11,-16,-20,-25,-28,-24,-20,-22,-28,-32,-28,-24,-22
1,-11,-17,-20,-19,-19,-19,-19,-16,-19,-17,-16,-16,-17,-17,-19,-17,-19,-19,-17,-19,-19,-19,-17,-16,-19,-24,-22,-20,-20,-22,-19,-22,-24,-20,-17,-20,-20,-14,-25,-14,-14,-11,-12,-8,-6,-4,-1,0,-1,14,24,32,38,40,43,48,51,67,80,99,115,124,153,171,157,161,195,224,286,325,360,408,461,512,575,629,682,746,809,866,930,982,1051,1108,1151,1182,1222,1254,1280,1305,1326,1337,1341,1339,1341,1336,1326,1294,1268,1240,1203,1169,1126,1071,1007,938,842,757,708,648,607,544,474,403,349,298,238,192,139,96,59,24,4,-4,-4,-25,-30,-28,-30,-19,-1,-9,-9,-12,-12,-6,-1,-43,-68,-64,-54,-36,3,-6,-32,-43,-41,-28,-28,-33,-22,-43,-43,-41,-6,-11,-38,-56,-51,-43,-38,-33,-41,-57,-52,-41,-49,-51,-46,-43,-38,-33,-30,-30,-25,-25,-30,-19,-17,-9,-12,-24,-24,-16,-12,-12,-16,-17,-17,-12,-20,-19,-19,-14,-12,-11,-11,-11,-20,-24,-24,-20,-20,-27,-35,-40,-36,-30
